IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
,V1,,NC,,,,,,,,,,,,,,,,,,,,,,
,V10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V16,,VCC_PSINTLP,,,,,,,,,,,,,,,,,,,,,,
,V17,,VCC_PSINTLP,,,,,,,,,,,,,,,,,,,,,,
,V18,,VCC_PSINTLP,,,,,,,,,,,,,,,,,,,,,,
,V19,,VCC_PSAUX,,,,,,,,,,,,,,,,,,,,,,
,V2,,NC,,,,,,,,,,,,,,,,,,,,,,
,V20,,RSVDGND,,,,,,,,,,,,,,,,,,,,,,
,V21,,RSVDGND,,,,,,,,,,,,,,,,,,,,,,
,V3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V4,,NC,,,,,,,,,,,,,,,,,,,,,,
,V5,,NC,,,,,,,,,,,,,,,,,,,,,,
,V6,,NC,,,,,,,,,,,,,,,,,,,,,,
,V7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W15,,VCC_PSINTLP,,,,,,,,,,,,,,,,,,,,,,
,W16,,VCC_PSINTLP,,,,,,,,,,,,,,,,,,,,,,
,W17,,VCC_PSINTLP,,,,,,,,,,,,,,,,,,,,,,
,W18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W19,,VCC_PSAUX,,,,,,,,,,,,,,,,,,,,,,
,W2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W20,,GND_PSADC,,,,,,,,,,,,,,,,,,,,,,
,W21,,RSVDGND,,,,,,,,,,,,,,,,,,,,,,
,W23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W3,,NC,,,,,,,,,,,,,,,,,,,,,,
,W4,,NC,,,,,,,,,,,,,,,,,,,,,,
,W5,,NC,,,,,,,,,,,,,,,,,,,,,,
,W6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y1,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y15,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,
,Y16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y17,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,
,Y18,,VCC_PSBATT,,,,,,,,,,,,,,,,,,,,,,
,Y19,,VCC_PSINTFP_DDR,,,,,,,,,,,,,,,,,,,,,,
,Y2,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y20,,VCC_PSADC,,,,,,,,,,,,,,,,,,,,,,
,Y21,,RSVDGND,,,,,,,,,,,,,,,,,,,,,,
,Y3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y4,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y5,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y6,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
